Market	Symbol	Description
XNYS	CRD.B	Crawford Co Cl B
XNYS	CRH	Crh Plc
XNYS	CRI	Carter's
XNYS	CRK	Comstock Resources
XNYS	CRL	Charles River Laboratories Intl
XNYS	CRM	Salesforce.Com Inc
XNYS	CRP	Credit Suisse Guernsey Brh
XNYS	CRR	Carbo Ceramics
XNYS	CRS	Carpenter Technology Corp.
XNYS	CRT	Cross Timbers Royalty Trust
XNYS	CRY	Cryolife
XNYS	CS	Credit Suisse Group
XNYS	CSC	Computer Sciences Corp.
XNYS	CSE	Capitalsource Inc
XNYS	CSFS	The Cash Store Financial Services
XNYS	CSH	Cash America International
XNYS	CSI	Cutwater Select Income Fund
XNYS	CSL	Carlisle Companies Inc.
XNYS	CSP	American Strategic Income Portfolio III
XNYS	CSS	Css Industries
XNYS	CSU	Capital Senior Living Corp.
XNYS	CSV	Carriage Services
XNYS	CSX	Csx Corp.
XNYS	CT	Capital Trust
XNYS	CTB	Cooper Tire & Rubber Company
XNYS	CTC	Ifm Investments Limited
XNYS	CTL	Centurylink
XNYS	CTQ	Qwest Corporation
XNYS	CTR	Clearbridge Energy MLP Fund In
XNYS	CTS	Cts Corp.
XNYS	CTU	Qwest Corporation
XNYS	CTW	Qwest Corporation
XNYS	CTX	Qwest Corporation
XNYS	CTZ-A	Citizens Funding
XNYS	CUB	Cubic Corp.
XNYS	CUB-A	Cubesmart 7.75% Series A Cumula
XNYS	CUBE	Cubesmart
XNYS	CUK	Carnival Plc Ads
XNYS	CUZ	Cousins Properties Inc.
XNYS	CUZ-A	Cousins Properties
XNYS	CUZ-B	Cousins Pptys Pfd B
XNYS	CVA	Covanta Holding Corp.
XNYS	CVB	Lehman Abs Corp.
XNYS	CVC	Cablevision Systems Corp.
XNYS	CVD	Covance Inc.
XNYS	CVE	Cenovus Energy Inc
XNYS	CVG	Convergys Corp.
XNYS	CVH	Coventry Health Care
XNYS	CVI	Cvr Energy Inc.
XNYS	CVO	Cenveo Inc
XNYS	CVRR	Cvr Refining  Lp
XNYS	CVS	Cvs Corp.
XNYS	CVX	Chevron Corp.
XNYS	CW	Curtiss-Wright Corp.
XNYS	CWH	Commonwealth REIT
XNYS	CWH-D	Commonwealth REIT Pfd Conv Shs
XNYS	CWH-E	Commonwealth REIT
XNYS	CWHN	Commonwealth REIT
XNYS	CWHO	Commonwealth REIT
XNYS	CWT	California Water Service Group Holding
XNYS	CWZ	Lehman Abs Corp.
XNYS	CX	Cemex S.A.B. De C.V.
XNYS	CXE	Colonial High Income Muni Trust
XNYS	CXH	Colonial Investment Grade Muni Trust
XNYS	CXO	Concho Resources Inc.
XNYS	CXS	Crexus Investment
XNYS	CXW	Corrections Corporation Of America
XNYS	CYD	China Yuchai International
XNYS	CYE	Blackrock Corporate Yield Fund III
XNYS	CYH	Community Health Systems
XNYS	CYN	City National Corp.
XNYS	CYN-C	City National Corporation
XNYS	CYS	Cys Investments Inc
XNYS	CYS-A	Cys Investments Inc.
XNYS	CYT	Cytec Industries Inc.
XNYS	CZZ	Cosan Limited
XNYS	D	Dominion Resources
XNYS	DAC	Danaos Corp.
XNYS	DAL	Delta Air Lines Inc.
XNYS	DAN	Dana Holding Corp.
XNYS	DANG	E-Commerce China Dangdang Inc.
XNYS	DAR	Darling International Inc.
XNYS	DB	Deutsche Bank Ag
XNYS	DBD	Diebold Inc.
XNYS	DBL	Doubleline Opportunistic Credi
XNYS	DCA	Dca Total Return Fund
XNYS	DCE	Deutsche Bk Cap Fdg TR X
XNYS	DCI	Donaldson Company
XNYS	DCM	Ntt Docomo Inc
XNYS	DCO	Ducommun Inc.
XNYS	DCT	Dct Industrial Trust Inc
XNYS	DD	E.I. Du Pont De Nemours And Company
XNYS	DD-A	Du Pont E I 3.50 Pfd
XNYS	DD-B	Du Pont E I 4.50 Pfd
XNYS	DDD	3D Systems Corp.
XNYS	DDE	Dover Downs Gaming & Entertainment Inc
XNYS	DDF	Delaware Dividend & Income
XNYS	DDR	Ddr Corp
XNYS	DDR-H	Develprs Div Rlt Dep
XNYS	DDR-J	Ddr Corp
XNYS	DDS	Dillard's
XNYS	DDT	Dillard's
XNYS	DE	Deere & Company
XNYS	DEG	Etablissements Delhaize Freres
XNYS	DEI	Douglas Emmett
XNYS	DEL	Deltic Timber Corp.
XNYS	DEO	Diageo Plc
XNYS	DEX	Delaware Enhanced Global Dividend
XNYS	DEXO	Dex One Corp.
XNYS	DF	Dean Foods Company
XNYS	DFS	Discover Financial Services
XNYS	DFS-B	Discover Financial Services
XNYS	DFT	Dupont Fabros Technology
XNYS	DFT-A	Dupont Fabros Technology Inc.
XNYS	DFT-B	Dupont Fabros Technology Inc.
XNYS	DG	Dollar General Corp.
XNYS	DGI	Digitalglobe Inc
XNYS	DGX	Quest Diagnostics Inc.
XNYS	DHF	Dreyfus High Yield Strategies Fund
XNYS	DHG	Dws High Income Opportunities Fund
XNYS	DHI	D.R. Horton
XNYS	DHR	Danaher Corp.
XNYS	DHT	Dht Holdings
XNYS	DHX	Dice Holdings
XNYS	DIN	Dineequity Inc
XNYS	DIS	Walt Disney Company
XNYS	DK	Delek US Holdings
XNYS	DKL	Delek Logistics Partners Lp
XNYS	DKS	Dick's Sporting Goods Inc
XNYS	DKT	Deutsch Bk Contingent Cap TR V
XNYS	DL	China Distance Education Holdings
XNYS	DLB	Dolby Laboratories
XNYS	DLPH	Delphi Automotive Plc
XNYS	DLR	Digital Realty Trust
XNYS	DLR-E	Digital Realtytrust Inc.
XNYS	DLR-F	Digital Realty Trust Inc.
XNYS	DLX	Deluxe Corp.
XNYS	DM	Dolan Company
XNYS	DMD	Demand Media Inc.
XNYS	DMO	Western Asset Mortgage Defined Opp
XNYS	DNB	Dun & Bradstreet Corp.
XNYS	DNI	Chartwell Dividend & Income Fund
XNYS	DNP	Duff & Phelps Utilities Income
XNYS	DNR	Denbury Resources
XNYS	DNY	The Denali Fund
XNYS	DO	Diamond Offshore Drilling
XNYS	DOLE	Dole Food Company Inc
XNYS	DOM	Dominion Resources Black Warrior
XNYS	DOV	Dover Corp.
XNYS	DOW	DOW Chemical Company
XNYS	DOX	Amdocs Limited
XNYS	DPD	DOW 30 Premium
XNYS	DPG	Duff & Phelps Global Utility I
XNYS	DPM	Dcp Midstream Partners Lp
XNYS	DPO	DOW 30 Premium
XNYS	DPS	Dr Pepper Snapple Group Inc
XNYS	DPZ	Domino's Pizza Inc
XNYS	DQ	Daqq New Energy
XNYS	DRC	Dresser-Rand Group Inc.
XNYS	DRD	Drdgold Limited
XNYS	DRE	Duke Realty Corp.
XNYS	DRE-J	Duke Rlty Dep Pfd J
XNYS	DRE-K	Duke Realty K
XNYS	DRE-L	Duke Rlty Dep Sh
XNYS	DRE-O	Duke Rlty Pfd Ser O
XNYS	DRH	Diamondrock Hospitality Company
XNYS	DRI	Darden Restaurants
XNYS	DRL	Doral Financial Corp.
XNYS	DRQ	Dril-Quip
XNYS	DRU	Dominion Resources
XNYS	DSM	Dreyfus Strategic Muni Bond Fund
XNYS	DST	Dst Systems
XNYS	DSU	Blackrock Debt Strategies Fund
XNYS	DSW	Dsw Inc.
XNYS	DSX	Diana Shipping Inc.
XNYS	DTE	Dte Energy Company
XNYS	DTF	Duff & Phelps Utilities Tax-Free Income
XNYS	DTK	Deutsche Bk Contingent Cap TR I
XNYS	DTQ	Dte Energy Co.
XNYS	DTT	Deutsche Bk Cap Fdg TR Ix Gua
XNYS	DTZ	Dte Energy Co.
XNYS	DUA	Deutsche Bk Cap Fdg TR ViII 6
XNYS	DUC	Duff & Phelps Utility & Corporate Trust
XNYS	DUF	Duff & Phelps Corp.
XNYS	DUK	Duke Energy Corp.
XNYS	DUKH	Duke Energy Corporation
XNYS	DV	Devry Inc.
XNYS	DVA	Davita Inc.
XNYS	DVD	Dover Downs Entertainment
XNYS	DVM	Cohen & Steers Dividend Majors Fund
XNYS	DVN	Devon Energy Corp.
XNYS	DVR	Cal Dive International
XNYS	DW	Drew Industries Inc.
XNYS	DWRE	Demandware Inc.
XNYS	DX	Dynex Capital
XNYS	DX-A	Dynex Capital Inc.
XNYS	DXB	Deutsche Bk Contingent Cap TR I
XNYS	DY	Dycom Industries
XNYS	DYN	Dynegy Inc
XNYS	DYN.W	Dynegy Inc. Warrants
XNYS	E	Eni S.P.A.
XNYS	EAA	Entergy Arkansas
XNYS	EAB	First Mortgage Bonds
XNYS	EAT	Brinker International
XNYS	EBF	Ennis
XNYS	EBR	Centrais Elc Braz Pfb B Elbras
XNYS	EBR.B	Centrais Elc Braz Pfb B Elbras
XNYS	EBS	Emergent Biosolutions
XNYS	EC	Ecopetrol S.A.
XNYS	ECA	Encana Corp.
XNYS	ECL	Ecolab Inc.
XNYS	ECT	Eca Marcellus Trust I
XNYS	ED	Consolidated Edison Company Of New York
XNYS	EDD	Emerging Markets Domestic Debt Fund
XNYS	EDE	Empire District Electric Company
XNYS	EDF	Stone Harbor Emerging Markets
XNYS	EDG	Edgen Group Inc
XNYS	EDI	Stone Harbor Emerging Markets
XNYS	EDN	Empresa Distribuidora Y Comercializadora
XNYS	EDR	Education Realty Trust Inc.
XNYS	EDT	Entergy Texas Inc
XNYS	EDU	New Oriental Education & Technology Group
XNYS	EE	El Paso Electric Company
XNYS	EEA	European Equity Fund
XNYS	EEP	Enbridge Energy L.P.
XNYS	EEQ	Enbridge Energy Management Llc
XNYS	EFC	Ellington Financial Llc
XNYS	EFM	Entergy Mississippi
XNYS	EFR	Eaton Vance Senior Floating-Rate Fund
XNYS	EFT	Eaton Vance Floating Rate Income Trust
XNYS	EFX	Equifax
XNYS	EGF	Blackrock Enhanced Government Fund
XNYS	EGL	Engility Holdings Inc. Common
XNYS	EGN	Energen Corp.
XNYS	EGO	Eldorado Gold Corp
XNYS	EGP	Eastgroup Properties
XNYS	EGY	Vaalco Energy Inc
XNYS	EHI	Western Asset Global High
XNYS	EIG	Employers Holdings Inc
XNYS	EIX	Edison International
XNYS	EJ	E-House [China] Holdings
XNYS	EL	Estee Lauder Companies
XNYS	ELA	Entergy Louisiana Llc
XNYS	ELB	Entergy Louisiana
XNYS	ELJ	Entergy Louisiana Llc
XNYS	ELLI	Ellie Mae Inc
XNYS	ELN	Elan Corporation Plc
XNYS	ELP	Companhia Paranaense De Energia
XNYS	ELS	Equity Lifestyle Properties
XNYS	ELS-C	Eqty Lifestyle Properties Inc
XNYS	ELX	Emulex Corp.
XNYS	ELY	Callaway Golf Company
XNYS	EMC	Emc Corp.
XNYS	EMD	Western Asset Emerging Markets Fund
XNYS	EME	Emcor Group
XNYS	EMF	Templeton Emerging Markets Fund
XNYS	EMN	Eastman Chemical Company
XNYS	EMN.W	Eastman Chemical Company
XNYS	EMO	Clearbridge Energy MLP Opportu
XNYS	EMQ	Entergy Mississippi
XNYS	EMR	Emerson Electric Company
XNYS	EMZ	Entergy Mississippi Inc. First
XNYS	ENB	Enbridge Inc
XNYS	END	Endeavor International Corp.
XNYS	ENH	Endurance Specialty Holdings Ltd
XNYS	ENH-A	Endurance Spec Pfd
XNYS	ENH-B	Endurance Specialty Holdings L
XNYS	ENI	Enersis S A
XNYS	ENJ	Entergy New Orleans Inc.
XNYS	ENL	Reed Elsevier Nv
XNYS	ENR	Energizer Holdings
XNYS	ENS	Enersys
XNYS	ENV	Envestnet Inc
XNYS	ENZ	Enzo Biochem
XNYS	EOC	Empresa Nacional De Electricidad S.A.
XNYS	EOD	Wells Fargo Global Dividend Opportunity
XNYS	EOG	Eog Resources
XNYS	EOI	Eaton Vance Enhance Equity
XNYS	EOS	Eaton Vance Enhanced Equity II
XNYS	EOT	Eaton Vance Muni Income Trust
XNYS	EP-C	El Paso Egy Cap I Pr
XNYS	EPAM	Epam Systems Inc.
XNYS	EPB	El Paso Pipeline Partners Lp
XNYS	EPD	Enterprise Products Partners L.P.
XNYS	EPL	Energy Partners
XNYS	EPR	Entertainment Properties Trust
XNYS	EPR-C	Entertainment Prp Pf
XNYS	EPR-E	Entertainment Ppty P
XNYS	EPR-F	Entertainment Properties Trust
XNYS	EQM	Eqt Midstream Partners Lp
XNYS	EQR	Equity Residential
XNYS	EQS	Equus Total Return
XNYS	EQT	Eqt Corp.
XNYS	EQU	Equal Energy Ltd
XNYS	EQY	Equity One
XNYS	ERA	Era Group Inc. Common Stock W
XNYS	ERF	Enerplus Corp.
XNYS	ERJ	Embraer-Empresa Brasileira De Aeronautica
XNYS	ES	Energysolutions Inc
XNYS	ESC	Emeritus Corp.
XNYS	ESD	Western Asset Emerging Markets Debt Fund Inc
XNYS	ESE	Esco Technologies Inc.
XNYS	ESI	Itt Educational Services
XNYS	ESL	Esterline Technologies Corp.
XNYS	ESS	Essex Property Trust
XNYS	ESS-H	Essex Property Trust Inc. 7.12
XNYS	ESV	Ensco Plc
XNYS	ET	Exacttarget Inc.
XNYS	ETB	Eaton Vance Tax-Managed Buy-Write
XNYS	ETE	Energy Transfer Equity L.P.
XNYS	ETG	Eaton Vance Tax-Advantaged Global Dividend
XNYS	ETH	Ethan Allen Interiors Inc.
XNYS	ETJ	Eaton Vance Risk-Managed Diversified Equity
XNYS	ETM	Entercom Communications Corp.
XNYS	ETN	Eaton Corp.
XNYS	ETO	Eaton Vance Tax-Advantage Global Dividend Opp
XNYS	ETP	Energy Transfer Partners
XNYS	ETR	Entergy Corp.
XNYS	ETV	Eaton Vance Corp.
XNYS	ETW	Eaton Vance Corp.
XNYS	ETY	Eaton Vance Tax-Managed Diversified Equity
XNYS	EV	Eaton Vance Corp.
XNYS	EVC	Entravision Communications Corp.
XNYS	EVER	Everbank Financial Corp.
XNYS	EVF	Eaton Vance Senior Income Trust
XNYS	EVG	Eaton Vance Short Diversified
XNYS	EVN	Eaton Vance Muni Income Trust
XNYS	EVR	Evercore Partners Inc
XNYS	EVT	Eaton Vance Tax Advantaged Dividend
XNYS	EW	Edwards Lifesciences Corp.
XNYS	EXAM	Examworks Group
XNYS	EXC	Exelon Corp.
XNYS	EXD	Eaton Vance Tax-Advantaged Bond
XNYS	EXG	Eaton Vance Tax-Managed Global Diversified Equit
XNYS	EXH	Exterran Holdings
XNYS	EXK	Endeavour Silver Corp.
XNYS	EXL	Excel Trust
XNYS	EXL-B	Excel Trust Inc.
XNYS	EXM	Excel Maritime Carriers
XNYS	EXP	Eagle Materials Inc
XNYS	EXPR	Express
XNYS	EXR	Extra Space Storage Inc
XNYS	F	Ford Motor Company
XNYS	F-A	Ford Motor 7.50 Nts
XNYS	FAC	Liberte Investors Inc.
XNYS	FAF	First American Corp.
XNYS	FAM	First Trust/Aberdeen Global Opportunity
XNYS	FAV	Active Dividend
XNYS	FBC	Flagstar Bancorp
XNYS	FBHS	Fortune Brands Home & Security
XNYS	FBN	Furniture Brands International
XNYS	FBP	First Bancorp.
XNYS	FBR	Fibria Celulose S.A.
XNYS	FBS-A	First Pfd Cp IV 8.15
XNYS	FC	Franklin Covey Company
XNYS	FCE.A	Forest City Ent Cl A
XNYS	FCE.B	Forest City Ent Cl B
XNYS	FCF	First Commonwealth Financial Corp.
XNYS	FCH	Felcor Lodging Trust Inc.
XNYS	FCH-A	Felcor Lodg Pr A
XNYS	FCH-C	Felcor Lodging Dep S
XNYS	FCN	Fti Consulting
XNYS	FCS	Fairchild Semiconductor International
XNYS	FCT	Senior Floating Rate II
XNYS	FCX	Freeport-Mcmoran Copper & Gold
XNYS	FCY	Forest City Enterprises Inc
XNYS	FDI	Fort Dearborn Income Securities
XNYS	FDO	Family Dollar Stores
XNYS	FDP	Fresh Del Monte Produce
XNYS	FDS	Factset Research Systems Inc.
XNYS	FDX	Fedex Corp.
XNYS	FE	Firstenergy Corp.
XNYS	FEI	First Trust MLP And Energy Inc
XNYS	FENG	Phoenix New Media Limited
XNYS	FEO	First Trust/Aberdeen Emerging Opportunity Fund
XNYS	FET	Forum Energy Technologies Inc
XNYS	FF	Futurefuel Corp.
XNYS	FFA	First Trust Enhanced Equity Income Fund
XNYS	FFC	Flaherty Crumrine/Claymore Preferred Securities
XNYS	FFG	Fbl Financial Group
XNYS	FGB	Specialty Finance And Financial Fund
XNYS	FGC	Fpl Group Capital Inc
XNYS	FGP	Ferrellgas Partners L.P.
XNYS	FHN	First Tennessee National Corp.
XNYS	FHY	Strategic High II
XNYS	FICO	Fair Isaac And Company Inc.
XNYS	FIF	First Trust Energy Infrastruct
XNYS	FIG	Fortress Investment Group
XNYS	FII	Federated Investors
XNYS	FIO	Fusion-Io Inc.
XNYS	FIS	Fidelity National Information Services
XNYS	FIX	Comfort Systems USA
XNYS	FJA	Merrill Lynch Depositor
XNYS	FL	Footlocker Inc
XNYS	FLC	Flaherty & Crumrine/Claymore Total Return
XNYS	FLO	Flowers Foods
XNYS	FLR	Fluor Corp.
XNYS	FLS	Flowserve Corp.
XNYS	FLT	Fleetcor Technologies
XNYS	FLTX	Fleetmatics Group Plc
XNYS	FLY	Fly Leasing Limited
XNYS	FMC	Fmc Corp.
XNYS	FMD	First Marblehead Corp.
XNYS	FMN	Federated Premier Muni
XNYS	FMO	Fiduciary/Claymore MLP Opportunity Fund
XNYS	FMS	Fresenius Medical Care Corp.
XNYS	FMS.P	Fresenius Medcare Pr
XNYS	FMX	Fomento Economico Mexicano S.A.B. De C.V.
XNYS	FMY	First Trust/Fidac Mortgage Income Fund
XNYS	FN	Fabrinet
XNYS	FNB	F.N.B. Corp.
XNYS	FNF	Fidelity National Financial
XNYS	FNF-B	First Niagara Financial Group
XNYS	FNP	Fifth & Pacific Cos. Inc
XNYS	FNV	Franco Nev Corp
XNYS	FOE	Ferro Corp.
XNYS	FOF	Cohen & Steers Closed-End Opportunity Fund
XNYS	FOR	Forestar Group Inc
XNYS	FPC-A	Fpc Capital I 7.1 Pf
XNYS	FPO	First Potomac Realty Trust
XNYS	FPO-A	First Potomac Realty Trust Cumu
XNYS	FPT	Federated Premier Intermediate Muni
XNYS	FR	First Industrial Realty Trust
XNYS	FR-J	First Indl Dep Sh J
XNYS	FR-K	First Indl Rlty Dep
XNYS	FRA	Blackrock Floating Rate Income Fund
XNYS	FRC	First Republic Bank
XNYS	FRC-A	First Republic Bank 6.70%
XNYS	FRC-B	First Republic Bank
XNYS	FRC-C	First Republic Bank
XNYS	FRF	Fortegra Financial Corp.
XNYS	FRM	Furmanite Corp.
XNYS	FRO	Frontline Ltd
XNYS	FRT	Federal Realty Investment Trust
XNYS	FRX	Forest Laboratories
XNYS	FSCE	Fifth Street Finance Corp.
XNYS	FSD	High Income Long Short Fund
XNYS	FSL	Freescale Semiconductor Holdin
XNYS	FSM	Fortuna Silver Mines
XNYS	FSS	Federal Signal Corp.
XNYS	FST	Forest Oil Corp.
XNYS	FT	Franklin Universal Trust
XNYS	FTE	France Telecom S.A.
XNYS	FTI	Fmc Technologies
XNYS	FTK	Flotek Industries
XNYS	FTT	Federated Enhanced Treasury Income
XNYS	FUL	H. B. Fuller Company
XNYS	FUN	Cedar Fair L.P.
XNYS	FUR	Winthrop Realty Trust
XNYS	FUR-D	Winthrop Realty Trust Preferred D Shares
XNYS	FVE	Five Star Quality Care
XNYS	FXCM	Fxcm Inc.
XNYS	G	Genpact Limited
XNYS	GA	Giant Interactive Group Inc
XNYS	GAB	Gabelli Equity Trust
XNYS	GAB-D	Gabelli Eq TR Pfd D
XNYS	GAB-G	The Gabelli Equity Trust Inc
XNYS	GAB-H	The Gabelli Eqty Trust Inc.
XNYS	GAM	General American Investors
XNYS	GAM-B	Genl Amer Invs Pfd
XNYS	GAS	Agl Resources
XNYS	GAT	Georgia Power Company
XNYS	GB	Greatbatch
XNYS	GBAB	Guggenheim Build America Bonds
XNYS	GBL	Gamco Investors
XNYS	GBX	Greenbrier Companies
XNYS	GCA	Global Cash Access Holdings
XNYS	GCAP	Gain Capital Holdings
XNYS	GCH	Greater China Fund
XNYS	GCI	Gannett Co.
XNYS	GCO	Genesco Inc.
XNYS	GCV	Gabelli Convertible And Income Securities
XNYS	GCV-B	Gabelli 6.00% Pfd B
XNYS	GD	General Dynamics Corp.
XNYS	GDF	Western Asset Global Partners
XNYS	GDI	Gardner Denver
XNYS	GDL	The Gdl Fund
XNYS	GDL-B	The Gdl Fund Series B Cumulativ
XNYS	GDO	Western Asset Global Corporate Defined
XNYS	GDOT	Green Dot Corp.
XNYS	GDP	Goodrich Petroleum Corp.
XNYS	GDV	Gabelli Dividend
XNYS	GDV-A	Gabelli Dv
XNYS	GDV-D	Gabelli Pref D
XNYS	GE	General Electric Company
XNYS	GE-A	General Electric
XNYS	GEB	General Electric Capital Corpo
XNYS	GED	General Electric Capital Corp.
XNYS	GEF	Greif Bros. Corp.
XNYS	GEF.B	Greif Bros. Corp.
XNYS	GEG	General Electric Capital Corp.
XNYS	GEH	General Electric Capital Corpo
XNYS	GEJ	General Electric Capital Corp.
XNYS	GEL	Genesis Energy L.P.
XNYS	GEO	Geo Group Inc
XNYS	GEP	General Electric Capital Corp.
XNYS	GEQ	Guggenheim Equal Weight Enhance
XNYS	GES	Guess
XNYS	GF	New Germany Fund
XNYS	GFA	Gafisa Sa
XNYS	GFF	Griffon Corp.
XNYS	GFI	Gold Fields Ltd
XNYS	GFIG	Gfi Group Inc.
XNYS	GFY	Western Asset Variable Rate Strategic
XNYS	GG	Goldcorp Inc.
XNYS	GGB	Gerdau S.A.
XNYS	GGC	Georgia Gulf Corp.
XNYS	GGE	Claymore Dividend & Income Fund
XNYS	GGG	Graco Inc.
XNYS	GGP	General Growth Properties
XNYS	GGS	Global Geophysical Services
XNYS	GGT	Gabelli Global Multi-Media Trust
XNYS	GGT-B	Gabelli Global Multi-Media Trus
XNYS	GHI	Global High Income Dollar Fund
XNYS	GHL	Greenhill
XNYS	GHY	Prudential Global Short Durati
XNYS	GIB	Cgi Group
XNYS	GIL	Gildan Activewear
XNYS	GIM	Templeton Global
XNYS	GIS	General Mills
XNYS	GJD	Strats Sm Trust For Sprint Capital Corp Securiti
XNYS	GJH	Strats Sm Trust For United States Cellular Corp
XNYS	GJJ	Strats Sm Trust For Goldman Sachs Group Securiti
XNYS	GJK	Strats Sm Trust For JP Morgan Chase & Co Securit
XNYS	GJM	Gmac Llc
XNYS	GJO	Strats Sm Trust For Wal-Mart Stores Inc Securiti
XNYS	GJP	Strats Sm Trust For Dominion Resources Inc Secur
XNYS	GJR	Strats Sm Trust For The Procter & Gamble Co Secu
XNYS	GJS	Strats Sm Trust For Goldman Sachs Group Securiti
XNYS	GJT	Strats Sm Trust For Allstate Corp Securities Ser
XNYS	GJV	Strats Sm Trust For News Corp Securities Series
XNYS	GKK	Gramercy Capital Corp
XNYS	GKK-A	Gramercy Capital Cor
XNYS	GKM	Gmac Llc
XNYS	GLF	Gulfmark Offshore
XNYS	GLOG	Gaslog Ltd
XNYS	GLP	Global Partners Lp
XNYS	GLT	Glatfelter
XNYS	GLW	Corning Inc.
XNYS	GM	General Motors Company
XNYS	GM-B	General Motors Company
XNYS	GM.A	General Mtrs
XNYS	GM.B	General Mtrs
XNYS	GMA	Gmac Llc
XNYS	GME	Gamestop Corp.
XNYS	GMED	Globus Medical Inc.
XNYS	GMK	Gruma S.A. De C.V.
XNYS	GMT	Gatx Corp.
XNYS	GMX.P	Gmx Resources Inc. 9.25% Seri
XNYS	GMXR	Gmx Resources
XNYS	GNC	Gnc Holdings Inc.
XNYS	GNE	Genie Energy Ltd. Class B Commo
XNYS	GNE-A	Genie Energy Ltd. Series
XNYS	GNI	Great Northern Iron Ore Properties
XNYS	GNK	Genco Shipping
XNYS	GNRC	Generac Holdings Inc.
XNYS	GNT	Gabelli Natural Resources Gold
XNYS	GNW	Genworth Financial Inc
XNYS	GOF	Claymore/Guggenheim Strategic Fund
XNYS	GOL	Gol Linhas Aereas Inteligentes S.A.
XNYS	GOM	Gmac Llc
XNYS	GOV	Government Properties Income Trust
XNYS	GPC	Genuine Parts Company
XNYS	GPE-A	Ga Pwr Co Cl A Pfd
XNYS	GPI	Group 1 Automotive
XNYS	GPK	Graphic Packaging Holding Company
XNYS	GPM	Guggenheim Enhanced Equity
XNYS	GPN	Global Payments Inc.
XNYS	GPS	Gap
XNYS	GPX	Gp Strategies Corp.
XNYS	GRA	W.R. Grace & Company
XNYS	GRO	Agria Corp.
XNYS	GRP.U	Granite Real Estate Investment
XNYS	GRR	Asia Tigers Fund
XNYS	GRT	Glimcher Realty Trust
XNYS	GRT-G	Glimcher Rlty Pfd G
XNYS	GRT-H	Glimcher Realty Trust
XNYS	GRX	The Gabelli Healthcare & Wellness Trust
XNYS	GRX-A	The Gabelli Healthcare & Welln
XNYS	GS	Goldman Sachs Group
XNYS	GS-A	Goldman Sachs Pfd
XNYS	GS-B	Goldman Dep Sh
XNYS	GS-C	Goldman Dep Sh
XNYS	GS-D	Goldman Sachs Dep Sh
XNYS	GS-I	The Goldman Sachs Group Inc.
XNYS	GSE	Gse Holding Inc.
XNYS	GSF	Goldman Sachs Group
XNYS	GSH	Guangshen Railway Company
XNYS	GSI	General Steel Holdings
XNYS	GSJ	Goldman Sachs Group Inc. [The]
XNYS	GSK	Glaxosmithkline Plc
XNYS	GSL	Global Ship Lease Inc
XNYS	GTI	Graftech International Ltd
XNYS	GTN	Gray Television
XNYS	GTN.A	Gray Television
XNYS	GTS	Triple-S Management Corp.
XNYS	GTY	Getty Realty Corp.
XNYS	GUA	Gulf Power Company Series 2011A
XNYS	GUL	Gulf Power Company
XNYS	GUT	Gabelli Utility Trust
XNYS	GUT-A	Gabelli Util Pfd A
XNYS	GVA	Granite Construction Inc.
XNYS	GWAY	Greenway Medical Technologies
XNYS	GWF	Wells Fargo & Company
XNYS	GWR	Genesee & Wyoming
XNYS	GWRE	Guidewire Software Inc. Common
XNYS	GWRU	Genesee & Wyoming
XNYS	GWW	W.W. Grainger
XNYS	GXP	Great Plains Energy Inc
XNYS	GXP-A	Grt Plns Energy 3.8%
XNYS	GXP-D	Great Plains 4.35%
XNYS	GXP-E	Great Plains  4.5%
XNYS	GY	Gencorp Inc.
XNYS	GYA	Corporate Asset Backed Corp Cabco
XNYS	GYB	Cabco Series 2004-101 Trust
XNYS	GYC	Corporate Asset Backed Corp Cabco
XNYS	GZT	Gazit-Globe Ltd
XNYS	H	Hyatt Hotels Corp.
XNYS	HAE	Haemonetics Corp.
XNYS	HAL	Halliburton Company
XNYS	HAR	Harman International Industries Inc.
XNYS	HAV	Helios Advantage
XNYS	HBA-D	HSBC USA Cum Pfd D
XNYS	HBA-F	HSBC USA Pfd F
XNYS	HBA-G	HSBC Dep Sh Pfd G
XNYS	HBA-H	HSBC USA Dep Sh H
XNYS	HBA-Z	HSBC USA 2.8575 Pfd
XNYS	HBC	HSBC Holdings Plc
XNYS	HBC-A	HSBC Hldgs Pfd A ADR
XNYS	HBC.P	Harris Pfd 7.375 A
XNYS	HBI	Hanesbrands Inc.
XNYS	HBM	Hudbay Minerals Inc
XNYS	HCA	Hca Holdings Inc. Common Stock
XNYS	HCC	Hcc Insurance Holdings
XNYS	HCI	Homeowners Choice
XNYS	HCJ	Homeowners Choice Inc.
XNYS	HCLP	Hi-Crush Partners Lp
XNYS	HCN	Health Care REIT
XNYS	HCN-I	Health Care REIT Inc.
XNYS	HCN-J	Health Care REIT Inc.
XNYS	HCP	Hcp
XNYS	HCS	HSBC Holdings Plc
XNYS	HCS-B	HSBC Holdings Plc
XNYS	HD	Home Depot
XNYS	HDB	Hdfc Bank Limited
XNYS	HDY	Hyperdynamics Corp.
XNYS	HE	Hawaiian Electric Industries
XNYS	HE-U	Heco Cap III 6.50
XNYS	HEI	Heico Corp.
XNYS	HEI.A	Heico Cp Cl A
XNYS	HEK	Heckmann Corp.
XNYS	HEP	Holly Energy Partners L.P.
XNYS	HEQ	John Hancock Hedged Eqty & Inc
XNYS	HES	Hess Corp.
