Market	Symbol	Description
XNAS	MACK	Merrimack Pharmaceuticals Inc.
XNAS	MAG	Magnetek
XTSE	MAG	Mag Silver Corp.
XNAS	MAGS	Magal Security Systems Ltd
XNYS	MAIN	Main Street Capital Corp.
XTSE	MAK	Minemakers Limited
XNAS	MAKO	Mako Surgical
XTSE	MAL	Magellan Aero
XNYS	MAN	Manpower Inc
XNAS	MANH	Manhattan Associates
XNAS	MANT	Mantech International Corp.
XNYS	MANU	Manchester United Ltd.
XNAS	MAPP	Map Pharmaceuticals
XTSE	MAQ	Mcewen Mining Minera Andes Acq Corp
XNYS	MAR	Marriot International
XTSE	MAR	Primary Corp
XTSE	MAR.WT	Marret Resource Corporation
XNAS	MARK	Remark Media Inc
XNAS	MARPS	Marine Petroleum Trust
XNYS	MAS	Masco Corp.
XNAS	MASC	Material Sciences Corp.
XNAS	MASI	Masimo Corp.
XNAS	MAT	Mattel
XNAS	MATR	Eloyalty Corp.
XNAS	MATW	Matthews International Corp.
XNYS	MATX	Matson Inc
XNYS	MAV	Pioneer Muni High Income Advantage Trust
XTSE	MAW	Mawson Resources Ltd.
XTSE	MAX	Midas Gold Inc
XNAS	MAXY	Maxygen
XTSE	MAY	Meadow Bay Gold Corporation
XNAS	MAYS	J. W. Mays
XTSE	MB	Mega Brands Inc.
XTSE	MB.NT	Mega Brands Inc. 10 Pct Debs
XTSE	MB.WT	Mega Brands Inc. Wts
XTSE	MBA	Cibt Education Group Inc
XTSE	MBB.UN	Aston Hill Adv Bond Fund
XTSE	MBC	Mbac Fertilizer Corp.
XNAS	MBFI	Mb Financial Inc.
XNYS	MBI	Mbia
XNAS	MBLX	Metabolix
XTSE	MBN	Middlefield Bancp Com Npv
XNAS	MBND	Multiband Corp.
XNAS	MBRG	Middleburg Financial Corp.
XNYS	MBT	Mobile Telesystems
XTSE	MBT	Manitoba Telecom
XNAS	MBTF	M B T Financial Corp
XNAS	MBVT	Merchants Bancshares
XNAS	MBWM	Mercantile Bank Corp.
XTSE	MBX	Microbix J
XNYS	MCA	Blackrock Muniyield California Insured Fund
XTSE	MCB	Mccoy Corporation
XNAS	MCBC	Macatawa Bank Corp.
XNAS	MCBI	Metrocorp Bancshares
XNAS	MCBK	Madison County Financial Inc.
XNYS	MCC	Medley Capital Corp.
XNYS	MCD	Mcdonald's Corp.
XNAS	MCEP	Mid-Con Energy Partners Lp
XNAS	MCGC	Mcg Capital Corp.
XNAS	MCHP	Microchip Technology Inc.
XNAS	MCHX	Marchex
XNYS	MCI	Massmutual Corporate Investors
XNYS	MCK	Mckesson Corp.
XNYS	MCN	Madison/Claymore Covered Call & Equity Strategy
XNYS	MCO	Moody's Corp.
XNAS	MCOX	Mecox Lane Limited
XNYS	MCP	Molycorp Inc
XNYS	MCP-A	Molycorp Inc Pfd Conv Ser A
XNYS	MCQ	Medley Capital Corporation 7.12
XNYS	MCR	Mfs Charter Income Trust
XNAS	MCRI	Monarch Casino & Resort
XNAS	MCRL	Micrel Inc.
XNAS	MCRS	Micros Systems
XNYS	MCS	Marcus Corp.
XNYS	MCY	Mercury General Corp.
XTSE	MCZ	Mad Catz Interactive Inc.
XNYS	MD	Mednax Inc
XTSE	MDA	Macdonald Dettwiler
XNAS	MDAS	Medassets
XNYS	MDC	M.D.C. Holdings
XNAS	MDCA	Mdc Partners Inc.
XNAS	MDCI	Medical Action Industries Inc.
XNAS	MDCO	The Medicines Company
XTSE	MDF	Mediagrif Interac
XTSE	MDG	Medicago Inc
XNAS	MDH	Mhi Hospitality Corp.
XTSE	MDI	Major Drilling Grp
XNAS	MDIV	First Trust Exchange-Traded Fun
XNAS	MDLZ	Kraft Foods Inc.
XTSE	MDN	Mdninc.
XNYS	MDP	Meredith Corp.
XNYS	MDR	Mcdermott International
XNAS	MDRX	Allscripts Healthcare Solutions
XNAS	MDSO	Medidata Solutions
XNYS	MDT	Medtronic
XNYS	MDU	Mdu Res Group Inc
XNAS	MDVN	Medivation
XTSE	MDZ.A	Mdc Partners Inc. Cl .A Sv
XTSE	ME	Moneta Porcupine J
XNAS	MEAD	Meade Instruments
XNAS	MEAS	Measurement Specialties
XNYS	MED	Medifast Inc
XNYS	MEG	Media General
XTSE	MEG	Meg Energy Corp.
XNYS	MEI	Methode Electronics
XNAS	MEIL	Methes Energies International L
XNAS	MEILW	Methes Energies International L
XNAS	MEILZ	Methes Energies International L
XNAS	MEIP	Media & Income Trust Plc Pfd
XNAS	MELA	Mela Sciences Inc
XNAS	MELI	Mercadolibre
XNAS	MEMP	Memorial Production Partners Lp
XNAS	MEMS	Memsic
XNYS	MEN	Blackrock Munienhanced Fund
XNAS	MENT	Mentor Graphics Corp.
XNAS	MEOH	Methanex Corp.
XTSE	MEQ	Mainstreet Eq J
XNYS	MER-D	Merrill Lyn 7.0 Topr
XNYS	MER-E	M L Cap TR 7.12
XNYS	MER-F	Merrill Ly Cap V7.28
XNYS	MER-K	Ml 6.45% Trust Pfd
XNYS	MER-M	Ml Cap TR II 6.45% P
XNYS	MER-P	Ml Cap TR III 7.375%
XNAS	MERC	Mercer International Inc.
XNAS	MERU	Meru Networks
XNYS	MET	Metlife
XTSE	MET	Metalore Resources Com Npv
XNYS	MET-A	Metlife Pfd A Fltg
XNYS	MET-B	Metlife Inc Pfd B
XNAS	METR	Metro Bancorp Inc
XNYS	MFA	Mfa Financial Inc
XNYS	MFA-A	Mfa Finl 8.50% A
XNYS	MFB	Maidenform Brands
XNYS	MFC	Manulife Financial Corp
XTSE	MFC	Manulife Fin
XTSE	MFC.PR.A	Manulife Financial Corp Class A
XTSE	MFC.PR.B	Manulife Financial Corp Cl A Pr. Ser 2
XTSE	MFC.PR.C	Manulife Financial Corp. Cl A Prf Ser 3
XTSE	MFC.PR.D	Manulife Financial Corp Pref. Cl A Ser 4
XTSE	MFC.PR.E	Manulife Financial Corp Pref. Cl 1 Ser 1
XTSE	MFC.PR.F	Manulife Financial Corp Class 1 Sh Ser 3
XTSE	MFC.PR.G	Manulife Financial Non Cum Cla 1 Ser 5
XTSE	MFC.PR.H	Manulife Financial Corp Series 7 Pref Sh
XTSE	MFC.PR.I	Manulife Financial Corp Pref Series 9
XTSE	MFC.PR.J	Manulife Financial Corp Class 1 Ser 11
XNYS	MFD	Macquarie/First Trust Global
XNYS	MFG	Mizuho Financial Group
XNAS	MFI	Microfinancial Inc.
XTSE	MFI	Maple Leaf Foods
XNYS	MFL	Blackrock Muniholdings Investment Quality Fund
XNAS	MFLR	Mayflower Bancorp
XNAS	MFLX	Multi-Fineline Electronix
XNYS	MFM	Mfs Muni Income Trust
XNAS	MFNC	Mackinac Financial Corp.
XNYS	MFO	Mfa Financial Inc.
XNAS	MFRI	Mfri
XNAS	MFRM	Mattress Firm Holding Corp.
XNAS	MFSF	Mutualfirst Financial Inc.
XNYS	MFT	Blackrock Muniyield Investment Qualityfund
XNYS	MFV	Mfs Special Value Trust
XNYS	MG	Mistras Group Inc
XTSE	MG	Magna International Inc
XNYS	MGA	Magna International
XTSE	MGA	Mega Uranium Ltd.
XTSE	MGA.WT.B	Mega Uranium Ltd. Wts B
XNAS	MGAM	Multimedia Games
XNAS	MGCD	Mgc Diagnostics Corp.
XNAS	MGEE	Mge Energy Inc.
XNYS	MGF	Mfs Government Markets Income Trust
XNYS	MGI	Moneygram International
XNAS	MGIC	Magic Software Enterprises Ltd
XNAS	MGLN	Magellan Health Services
XNYS	MGM	Mgm Resorts International
XTSE	MGO	Migao Corporation
XNAS	MGPI	Mgp Ingredients
XNYS	MGR	Affiliated Managers Group Inc
XNAS	MGRC	Mcgrath Rentcorp
XTSE	MGT	Mines Management Inc.
XNYS	MGU	Macquarie Global Infrastructure Total Return Fun
XTSE	MGX	Mgm Energy Corp.
XNAS	MGYR	Magyar Bancorp
XNYS	MH-A	Maiden Holdings Ltd. 8.25%
XNYS	MHD	Blackrock Muniholdings Fund
XNYS	MHF	Western Asset Muni High
XNAS	MHGC	Morgans Hotel Group Co.
XNYS	MHI	Pioneer Muni High Income Trust
XNYS	MHK	Mohawk Industries
XNAS	MHLD	Maiden Hldgs Ltd
XNYS	MHN	Blackrock Muniholdings New York Quality Fund
XNYS	MHNA	Maiden Holdings North America
XNYS	MHNB	Maiden Holdings North America
XNYS	MHO	M/I Homes
XNYS	MHO-A	M/I Homes Sr A Pf Ds
XNYS	MHP	Mcgraw-Hill Companies
XNYS	MHR	Magnum Hunter Resources Corp.
XTSE	MHR	Mcgraw-Hill Ryerson
XNYS	MHY	Western Asset Managed High
XTSE	MHY.UN	Marret High Yield Strategies Fund
XNYS	MIC	Macquarie Infrastructure Company Trust
XTSE	MIC	Genworth Mi Canada Inc.
XTSE	MID.RT	Mint Income Fund Rts
XTSE	MID.UN	Mint Income Fund
XNAS	MIDD	The Middleby Corp.
XTSE	MIF.UN	Marquest Cdn Equity Income Fund
XNYS	MIG	Meadowbrook Insurance Group
XTSE	MIG.UN	Marret Investment Grade Bond Fund
XNYS	MIL	Mfc Industrial Ltd
XNYS	MILL	Miller Petroleum
XNYS	MIN	Mfs Intermediate Income Trust
XNAS	MIND	Mitcham Industries
XNAS	MINI	Mobile Mini
XTSE	MIP	Middlefield Income Plus II Corp
XNAS	MIPS	Mips Technologies
XNYS	MIT-A	Ag Mortgage Investment Trust
XNAS	MITK	Mitek Systems Inc
XNAS	MITL	Mitel Networks Corp.
XNYS	MITT	Ag Mortgage Investment Trust
XNYS	MIY	Blackrock Muniyield Michigan Quality Fund
XNYS	MJI	Blackrock Muniyield New Jersey Quality Fund
XNYS	MJN	Mead Johnson Nutrition Company
XNYS	MKC	Mccormick & Company Inc.
XNYS	MKC.V	Mccormick & Company Inc.
XNYS	MKL	Markel Corp.
XTSE	MKP	Mcan Mortgage Corporation
XNYS	MKS	Ms S.A.C. Saturns Ge Series 2002-14
XNAS	MKSI	Mks Instruments
XNAS	MKTAY	Makita
XNAS	MKTG	Responsys Inc.
XNAS	MKTX	Marketaxess Holdings
XTSE	MKZ.UN	Mackenzie Mstr Un
XTSE	ML	Mercator Minerals Ltd.
XTSE	ML.WT.A	Mercator Minerals Ltd. Wts
XNAS	MLAB	Mesa Laboratories
XTSE	MLD.UN	Moneda Latam Corp Bond Fund
XTSE	MLF.UN	Moneda Latam Fixed Income Fd
XNYS	MLG	Metlife
XTSE	MLG	Malaga Inc.
XNAS	MLHR	Herman Miller
XNYS	MLI	Mueller Industries
XNYS	MLM	Martin Marietta Materials
XNAS	MLNK	Moduslink Global Solutions Inc
XNAS	MLNX	Mellanox Technologies
XNYS	MLP	Maui Land & Pineapple Company
XTSE	MLP	Front Street MLP Income Fund
XNYS	MLR	Miller Industries
XNYS	MLU	Metlife Inc.
XNAS	MLVF	Malvern Federal Bancorp
XNYS	MM	Millennial Media Inc.
XTSE	MM	Mood Media Corporation
XTSE	MM.DB.U	Mood Media US Deb J
XNYS	MMC	Marsh & Mclennan Companies
XNYS	MMD	Mainstay Defined Muni Opp Fund
XTSE	MMF.UN	Marret Multi Strategy Income Fund
XNAS	MMLP	Martin Midstream Partners L.P.
XNYS	MMM	3M Company
XTSE	MMM	Minco Gold Corporation
XNYS	MMP	Magellan Midstream Partners L.P.
XTSE	MMP.UN	Precious Metals And Mining Trust
XNYS	MMR	Mcmoran Exploration Company
XNYS	MMS	Maximus
XTSE	MMS	Macarthur Minerals Limited
XNAS	MMSI	Merit Medical Systems
XNYS	MMT	Mfs Multimarket Income Trust
XNYS	MMU	Western Asset Managed Municipals Fund
XNAS	MMUS	Makemusic
XNAS	MMYT	Makemytrip Limited
XNYS	MN	Manning & Napier Inc.
XTSE	MNB	Mirabela Nickel Limited
XTSE	MND	Mandalay Resources Corporation
XNAS	MNDO	Mind C.T.I. Ltd
XNYS	MNE	Blackrock Muni New York Intermediate Duration Fu
XNAS	MNGA	Magnegas Corporation
XNAS	MNGL	Blue Wolf Mongolia Holdings Cor
XNYS	MNI	Mcclatchy Company
XNAS	MNKD	Mannkind Corp.
XNAS	MNOV	Medicinova
XNYS	MNP	Western Asset Muni Partners Fund
XNYS	MNR	Monmouth Real Estate Investment Corp.
XTSE	MNR	Mediterranean Resources Ltd.
XNYS	MNR-A	Monmouth Real Estate Inv
XNYS	MNR-B	Monmouth Real Estate Investmen
XNAS	MNRK	Monarch Financial Holdings
XNAS	MNRKP	Monarch Financial Holdings
XNAS	MNRO	Monro Muffler Brake
XTSE	MNS	Royal Cdn Mint Cdn Silver Reser
XTSE	MNS.U	Royal Cdn Mint Cdn Svr Reserves
XNAS	MNST	Monster Beverage Corp
XTSE	MNT	Royal Canadian Mint
XTSE	MNT.U	Royal Canadian Mint USD
XNAS	MNTA	Momenta Pharmaceuticals
XNAS	MNTG	Mtr Gaming Group
XNAS	MNTX	Manitex International
XTSE	MNW	Mitel Networks Corporation
XNYS	MO	Altria Group
XNAS	MOBI	Sky-Mobi Limited
XNAS	MOCO	Mocon
XNYS	MOD	Modine Manufacturing Company
XNAS	MOFG	Midwestone Financial Group
XNYS	MOG.A	Moog Inc.
XNYS	MOG.B	Moog Inc.
XNYS	MOH	Molina Healthcare Inc
XTSE	MOL	Moly Mines Limited
XNAS	MOLX	Molex Inc.
XNAS	MOLXA	Molex Inc.
XNYS	MON	Monsanto Company
XNAS	MORN	Morningstar
XNYS	MOS	Mosaic Company
XNAS	MOSY	Mosys
XNAS	MOTR	Motricity
XNYS	MOV	Movado Group Inc.
XNAS	MOVE	Move
XTSE	MOZ	Marathon Gold Corporation
XNYS	MP-D	Mississippi Pr 5.25
XNYS	MPA	Blackrock Muniyield Pennsylvania Quality Fund
XNAS	MPAA	Motorcar Parts Of America
XNAS	MPAC	Mod-Pac
XNAS	MPB	Mid Penn Bancorp
XNYS	MPC	Marathon Petroleum Corporation
XTSE	MPC	Madison Pac Cl B
XTSE	MPC.C	Madison Pacific Properties Inc.
XNAS	MPEL	Melco Crown Entertainment Limited
XNAS	MPET	Magellan Petroleum Corp.
XNYS	MPG	Mpg Office Trust
XNYS	MPG-A	Maguire Pptys Pfd A
XTSE	MPI	Metals Plus Income Corp
XNYS	MPLX	Mplx Lp
XTSE	MPM	Markland Agf Precious Metals Corp.
XNYS	MPO	Midstates Petroleum Company I
XNYS	MPR	Met-Pro Corp.
XNYS	MPV	Massmutual Participation Investors
XTSE	MPV	Mountain Prov J
XNYS	MPW	Medical Properties Trust
XNAS	MPWR	Monolithic Power Systems
XNYS	MPX	Marine Products Corp.
XTSE	MQA.UN	Macquarie Emerging Mkts Units
XTSE	MQA.WT.A	Macquarie EM Infrastructure Inc Fd Wts
XNYS	MQT	Blackrock Muniyield Quality Fund II
XNYS	MQY	Blackrock Muniyield Quality Fund
XNYS	MR	Mindray Medical International Limited
XNYS	MRC	Mrc Global Inc.
XTSE	MRC	Morguard Corp.
XNAS	MRCC	Monroe Capital Corporation
XNAS	MRCY	Mercury Computer Systems
XTSE	MRD	Melcor Dev
XTSE	MRE	Martinrea International Inc.
XNYS	MRF	American
XTSE	MRG.UN	Morguard Na Residential REIT Units
XNAS	MRGE	Merge Healthcare Incorporated.
XNYS	MRH	Montpelier Re Holdings Ltd
XNYS	MRH-A	Montpelier Re Holdings Ltd
XTSE	MRI.U	Mercer International Inc
XNYS	MRK	Merck & Company
XNAS	MRLN	Marlin Business Services
XTSE	MRN	Marengo Mining Limited
XNYS	MRO	Marathon Oil Corp.
XTSE	MRT.DB.A	Morguard REIT 4.85 Pct Debs
XTSE	MRT.UN	Morguard Un
XNAS	MRTN	Marten Transport
XTSE	MRU	Metro Inc. Cl.A Sv
XNAS	MRVL	Marvell Technology Group
XTSE	MRY	Mariana Resources Ltd
XNYS	MS	Morgan Stanley
XNYS	MS-A	Morgan Stanley Prfd 'A'
XNYS	MSA	Mine Safety Appliances Company
XNYS	MSB	Mesabi Trust
XNAS	MSBF	Msb Financial
XNAS	MSCC	Microsemi Corp.
XNYS	MSCI	MSCI Inc
XNYS	MSD	Morgan Stanley Emerging Markets Debt
XNAS	MSEX	Middlesex Water Company
XNYS	MSF	Morgan Stanley Emerging Markets Fund Inc
XNAS	MSFG	Mainsource Financial Group
XNAS	MSFT	Microsoft Corp.
XNAS	MSG	Madison Square Garden
XNYS	MSI	Motorola Solutions
XTSE	MSI	Morneau Shepell Inc.
XTSE	MSI.DB	Morneau Shepell Inc. 5.75 Pct Debs
XNYS	MSJ	Morgan Stanley Cap Trust Vi Cap Securities
XNYS	MSK	Morgan Stanley Cap TR ViII Gdt Cap Securities
XTSE	MSL	Merus Labs International Inc
XNAS	MSLI	Merus Labs International Inc. Co
XNYS	MSM	Msc Industrial Direct Company
XTSE	MSN.UN	Morguard Sunstone Real Estate Income Fd
XNYS	MSO	Martha Stewart Living Omnimedia
XTSE	MSO.UN	Manulife Strategic Income Opp Fd
XNAS	MSON	Misonix
XNYS	MSP	Madison Strategic Sector Premium Fund
XNAS	MSPD	Mindspeed Technologies
XNAS	MSTR	Microstrategy Inc.
XTSE	MSV	Minco Silver Corp.
XNYS	MSZ	Morgan Stanley Capital Trust Vii Cap Secs
XNYS	MT	Arcelormittal
XTSE	MTA	Matrix Asset Management Inc
XNYS	MTB	M&T Bank Corp.
XNYS	MTB-A	M&T Cap TR Pfd
XNYS	MTB-C	M&T Bank Corporation Fixed Rate
XNYS	MTB.P	M&T Bank Corporation Fixed Rate
XNYS	MTB.W	M&T Bank Corporation Warrants
XNYS	MTCN	Arcelormittal
XNYS	MTD	Mettler-Toledo International
XNYS	MTDR	Matador Resources Company
XNAS	MTEX	Mannatech Inc.
XNYS	MTG	Mgic Investment Corp.
XTSE	MTG	Timbercreek Sr Mortgage Investment Corp
XNAS	MTGE	American Capital Mortgage Inves
XNYS	MTH	Meritage Corp.
XNYS	MTL	Mechel Steel Group Oao
XTSE	MTL	Mullen Group Ltd.
XNYS	MTL.P	Mechel Steel Group Oao American
XNYS	MTN	Vail Resorts
XNYS	MTOR	Arvinmeritor
XNYS	MTR	Mesa Royalty Trust
XNYS	MTRN	Brush Wellman Inc
XNAS	MTRX	Matrix Service Company
XNYS	MTS	Montgomery Street Income Securities
XNAS	MTSC	Mts Systems Corp.
XNAS	MTSI	M/A-Com Technology Solutions Ho
XNAS	MTSL	Mer Telemanagement Solutions Ltd
XNAS	MTSN	Mattson Technology
XNYS	MTT	Western Asset Muni Defined Opportunity Trust Inc
XNYS	MTU	Mitsubishi Ufj Financial Group Inc
XNYS	MTW	Manitowoc Company
XNYS	MTX	Minerals Technologies Inc.
XTSE	MTY	Mty Food Group Inc
XNYS	MTZ	Mastec
XNAS	MU	Micron Technology
XNYS	MUA	Blackrock Muniassets Fund
XNYS	MUC	Blackrock Muniholdings California Quality Fund
XNYS	MUE	Blackrock Muniholdings Quality Fund II
XNYS	MUH	Blackrock Muniholdings Fund II
XNYS	MUI	Blackrock Muni Intermediate Duration Fund Inc
XNYS	MUJ	Blackrock Muniholdings New Jersey Insured Fund
XNYS	MUR	Murphy Oil Corp.
XNYS	MUS	Blackrock Muniholdings Quality Fund
XNYS	MUSA	Metals USA Holdings
XNYS	MUX	Mcewen Mining Inc
XTSE	MUX	Mcewen Mining Inc
XNYS	MVC	Mvc Capital
XNAS	MVIS	Microvision
XNAS	MVISW	Microvision
XNYS	MVO	Mv Oil Trust
XNYS	MVT	Blackrock Munivest Fund II
XNYS	MW	Men's Wearhouse
XNYS	MWA	Mueller Water Products
XNYS	MWE	Markwest Energy Partners Lp
XTSE	MWE	Mawson West Ltd
XNYS	MWG	Morgan Stanley Cap TR IV Gtd Cap Secs
XNAS	MWIV	Mwi Veterinary Supply
XNYS	MWO	Morgan Stanley Cap TR V Gtd Cap Secs
XNYS	MWR	Morgan Stanley Cap TR III Capital Trust Securiti
XNYS	MWV	Meadwestvaco Corp.
XNYS	MWW	Monster Worldwide
XNYS	MX	Magnachip Semiconductor Corp.
XTSE	MX	Methanex Corp
XNYS	MXE	Mexico Equity And
XNYS	MXE.P	Mexico Eq And Inc Fd
XNYS	MXF	Mexico Fund
XTSE	MXF	Can Materials Income ETF
XTSE	MXG	Maxim Power Corp.
XNAS	MXIM	Maxim Integrated Products
XNYS	MXL	Maxlinear Inc
XNYS	MXT	Maxcom Telecomunicaciones Sab De Cv
XNAS	MXWL	Maxwell Technologies
XNYS	MY	China Ming Yang Wind Power Group Limited
XNYS	MYC	Blackrock Muniyield California Fund
XNYS	MYD	Blackrock Muniyield Fund
XNYS	MYE	Myers Industries
XNYS	MYF	Blackrock Muniyield Investment Fund
XTSE	MYG	Methylgene Inc.
XNAS	MYGN	Myriad Genetics
XNYS	MYI	Blackrock Muniyield Quality Fund III
XNYS	MYJ	Blackrock Muniyield New Jersey Fund
XNAS	MYL	Mylan Inc.
XNYS	MYM	Blackrock Muniyield Michigan Quality Fund II
XNYS	MYN	Blackrock Muniyield New York Quality Fund
XNAS	MYRG	Myr Group
XNAS	MYRX	Myrexis Inc
XNYS	MZF	Managed Duration Investment Grade Fund
XNYS	N	Netsuite Inc
XTSE	NA	National Bank Of Canada
XTSE	NA.PR.K	Natl Bk Ser 15 Pr
XTSE	NA.PR.L	National Bank Preferred Ser. 16
XTSE	NA.PR.M	National Bank Of Can. Pref. Shres Srs 20
XTSE	NA.PR.N	National Bank Of Can. Prf. Shrs Sr 21
XTSE	NA.PR.O	National Bank Pref Series 24
XTSE	NA.PR.P	Natl Bank Pref Series 26
XTSE	NA.PR.Q	National Bank Pref Series 28
XNYS	NAC	Nuveen California Divadv Fund
XNYS	NAD	Nuveen Divadv Fund
XNYS	NAD-C	Nuveen Div Advantage Muni Fd
XTSE	NAF.UN	North American Financials Cap TR
XNAS	NAFC	Nash-Finch Company
XNYS	NAI	Agic International & Premium Strategy Fund
XNAS	NAII	Natural Alternatives International
XTSE	NAL	Newalta Corporation
XNYS	NAN	Nuveen New York Divadv Fund
XNYS	NAN-C	Nuveen NY Div Advantage Muni F
XNYS	NAN-D	Nuveen New York Dividend Advan
XNAS	NANO	Nanometrics Inc.
XNAS	NASB	Nasb Financial Inc.
XNYS	NAT	Nordic American Tanker Shipping Limited
XNAS	NATH	Nathan's Famous
XNAS	NATI	National Instruments Corp.
XNAS	NATL	National Interstate Corp.
XNAS	NATR	Nature's Sunshine Products
XTSE	NAU	Northland Resources S.A
XNAS	NAUH	National American University Holdings
XNYS	NAV	Navistar International Corp.
XNYS	NAV-D	Navistar Intl Pfd D
XNAS	NAVG	The Navigators Group
XNAS	NAVR	Navarre Corp.
XNYS	NAZ	Nuveen Arizona Premium Fund
XNYS	NBB	Nuveen Build America Bond Fund
XNAS	NBBC	Newbridge Bancorp
XNYS	NBD	Nuveen Build America Bond Opportunity Fund
XTSE	NBD	Norbord Inc.
XTSE	NBD.WT	Norbord Inc. Wts
XNYS	NBG	National Bank Of Greece Sa
XNYS	NBG-A	Natl Bk Of Gr Pfd Ad
XNYS	NBHC	National Bank Holdings Corp.
XNAS	NBIX	Neurocrine Biosciences
XNYS	NBL	Noble Energy Inc.
XNAS	NBN	Northeast Bancorp
XNYS	NBR	Nabors Industries
XNAS	NBTB	Nbt Bancorp Inc.
XNAS	NBTF	NB&T Financial Group Inc
XNYS	NC	Nacco Industries
XNYS	NCA	Nuveen California Muni Value Fund
XNAS	NCBC	New Century Bancorp Inc. [Nc]
XTSE	NCC.A	Newfoundland Capital Corp. Cl A Sv
XTSE	NCC.B	Newfoundland Capital Corp Cl B
XTSE	NCD.UN	North American Adv Covertibles Fund
XTSE	NCF	Northcliff Resources Ltd
XNYS	NCI	Navigant Consulting
XNAS	NCIT	Nci
XNAS	NCLH	Norwegian Cruise Line Holdings
XNAS	NCMI	National Cinemedia
XNYS	NCO	Nuveen California Muni Market Opportunity Fund
XNYS	NCP	Nuveen California Performance Plus Fund
XTSE	NCQ	Novacopper Inc
XNYS	NCR	Ncr Corp.
XNYS	NCS	Nci Building Systems
XNYS	NCT	Newcastle Investment Corp.
XNYS	NCT-B	Newcastle Inv Pfd B
XNYS	NCT-C	Newcastle Inv Pfd C
XNYS	NCT-D	Newcastle Invt Corp
XNAS	NCTY	The9 Limited
XTSE	NCU	Nevada Copper Corp.
XNYS	NCU-C	Nuveen California Premium Inco
XNYS	NCV	Agic Convertible &
XNYS	NCZ	Agic Convertible & II
XTSE	ND	New Dawn Mining Corp.
XNAS	NDAQ	The Nasdaq Omx Group
XTSE	NDM	Northern Dynasty Minerals Ltd.
XTSE	NDN	Nordion Inc
XNYS	NDP	Tortoise Energy Independence F
XTSE	NDQ	Novadaq Technologies Inc.
XNYS	NDRO	Enduro Royalty Trust
XNAS	NDSN	Nordson Corp.
XNYS	NDZ	Nordion Inc.
XNYS	NE	Noble Corp.
XNYS	NEA-C	Nuveen Insd Tax-Free
XNAS	NECB	Northeast Community Bancorp
XNYS	NED	Noah Education Holdings Ltd
XNYS	NEE	Nextera Energy
XNYS	NEE-C	Fpl Group Inc. 5 7/8% Preferre
XNYS	NEE-F	Fpl Group Inc. Fpl Group Capit
XNYS	NEE-G	Nextera Energy Capital Holding
XNYS	NEE-H	Nextera Energy Capital Holding
XNYS	NEE-I	Nextera Energy Capital Holding
XNYS	NEE-J	Nextera Energy Capital Holding
XNYS	NEE-O	Nextera Energy Inc.
XNYS	NEM	Newmont Mining Corp.
XNAS	NEO	Neogenomics Inc
XNAS	NEOG	Neogen Corp.
XNAS	NEON	Neonode Inc.
XNAS	NEPT	Neptune Technologies & Bioresources Inc
XNAS	NETC	Net Servicos De Comunicacao S.A.
XNAS	NETE	Net Element Inc.
XNYS	NEU	Newmarket Corp.
XNYS	NEV	Nuveen Enhanced Muni Value Fund
XTSE	NEW.A	Newgrowth Corp Cl'A' Cap Shs Np
XTSE	NEW.PR.C	Newgrowth Corp. Class B Pref. Series 2
XNAS	NEWL	Newlead Holdings Ltd
XNAS	NEWP	Newport Corp.
XNAS	NEWS	Newstar Financial
XNAS	NEWT	Newtek Business Services Inc.
XNAS	NFBK	Northfield Bancorp
XNAS	NFEC	Nf Energy Saving Corp.
XNYS	NFG	National Fuel Gas Company
XTSE	NFI	New Flyer Industries Ids
XTSE	NFI.DB.U	New Flyer Industries Inc 6.25 Pct Debs
XNYS	NFJ	Nfj Dividend Interest & Premium Strategy Fund
XNAS	NFLX	Netflix
XNYS	NFP	National Financial Partners Corp.
XNAS	NFSB	Newport Bancorp
XNYS	NFX	Newfield Exploration Company
XTSE	NG	Novagold Res Inc.
XTSE	NGD	New Gold Inc.
XTSE	NGD.WT.A	New Gold Inc. Warrants
XNYS	NGG	National Grid Transco Plc
XNYS	NGL	Ngl Energy Partners Lp
XTSE	NGL	Angle Energy Inc.
XTSE	NGL.DB	Angle Energy Inc. 5.75 Pct Debs
XNYS	NGLS	Targa Resources Partners Lp
XNAS	NGPC	Ngp Capital Resources Company
XTSE	NGQ	Ngex Resources Inc.
XNYS	NGS	Natural Gas Services Group
XNYS	NGT	Eastern American Natural Gas Trust
XNYS	NGVC	Natural Grocers By Vitamin Cottage Inc
XNYS	NGX-C	Nuveen Insured Massachusetts T
XNYS	NGZ	Agic Global Equity & Convertible
XTSE	NHC	Northstar Healthcare Inc.
XNYS	NHF	Nexpoint Credit Strategies Fund
XNYS	NHI	National Health Investors
XNAS	NHTB	New Hampshire Thrift Bancshares
XNYS	NI	Nisource Inc
XTSE	NI	Victory Nickel Inc.
XTSE	NIC	Pure Nickel Inc.
XNAS	NICE	Nice-Systems Limited
XNAS	NICK	Nicholas Financial
XNYS	NID	Nuveen Intermediate Duration M
XNYS	NIE	Agic Equity & Convertible
XNYS	NIF	Nuveen Premier Insured Muni
XTSE	NIF.UN	Noranda Income Fund
XNAS	NIHD	Nii Holdings
XTSE	NII	Norsat Intl
XNAS	NILE	Blue Nile
XNYS	NIM	Nuveen Maturities Fund
XNAS	NINE	Ninetowns Internet Technology Group
